title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number,mb_year,mb_year_source,mb_match_method,mb_score,deezer_year,deezer_invalid_year,deezer_status,deezer_track_id,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,manual_source_url,exclusion_reason,final_year,listenbrainz_match_status,listenbrainz_year_signal,listenbrainz_context_flags,listenbrainz_version_flags,listenbrainz_recommendation,listenbrainz_mb_year,listenbrainz_mb_year_source,listenbrainz_year_delta_vs_current_mb,listenbrainz_year_delta_vs_spotify,listenbrainz_recording_mbid,listenbrainz_recording_name,listenbrainz_release_mbid,listenbrainz_release_name,final_source,review_reason
Bitter Sweet Symphony - Remastered 2016,The Verve,,,,,1997,1997,Urban Hymns (Remastered 2016),album,1997-09-29,357266,The Verve,1,1,1997,mb_ok,isrc,0.96,,,skipped_off,,,,,1997,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1997,,57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,playlist_import,,GBUM71601816,true,,,1997,ok,alternative_later_than_current_mb,best_of_context+various_artists_context+compilation_context+noisy_release_context,remastered,manual_version_risk,2018,recording_first_release_date,21,21,64da112f-dd52-4eb2-88ad-d031563e3ac3,Bitter Sweet Symphony (Remastered 2016),b0e7b531-4215-42e4-9994-d8dc4d9ee64d,Pop Hits 1998,musicbrainz,manual_confirmed_mb
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,,,,,1995,1995,Picture This (20th Anniversary Edition),album,1995-04-10,246240,Wet Wet Wet,12,1,1994,mb_ok,isrc,0.81,,,skipped_off,,,,,1994,manual_confirmed_mb,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+remaster_or_deluxe_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; manual: confirmed MusicBrainz year 1994,,0PCGfA36HrVPmsBZJ57zOU,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,playlist_import,,GBF089400173,true,,,1994,ok,alternative_later_than_current_mb,deluxe_context+various_artists_context+noisy_release_context,,manual_conflicting_years,2023,recording_first_release_date,29,28,f91f0f67-e2df-4726-bee8-816561a4da8a,Love Is All Around (from “Four Weddings and a Funeral”),067ee9d6-78e4-4686-a1f8-db0a5de82c55,C’était mieux avant les années 80/90/2000,musicbrainz,manual_confirmed_mb
In Da Club,50 Cent,,,,,2003,2003,Get Rich Or Die Tryin',album,2003-02-06,193466,50 Cent,5,1,2003,mb_ok,isrc,1.00,,,skipped_off,,,,,2003,auto_accepted_mb,auto: MusicBrainz strong match,,7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,playlist_import,,USIR10300033,true,,,2003,,,,,,,,,,,,,,,
Waterloo,ABBA,,,,,1974,1974,Waterloo,album,1974,168960,ABBA,1,1,1974,mb_ok,isrc,1.00,,,skipped_off,,,,,1974,auto_accepted_mb,auto: MusicBrainz strong match,,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,ABBA,playlist_import,,SEAYD7415010,true,,,1974,,,,,,,,,,,,,,,
All That She Wants,Ace of Base,,,,,1993,1993,The Sign,album,1993-12-24,211213,Ace of Base,1,1,1992,mb_ok,isrc,1.00,,,skipped_off,,,,,1992,auto_accepted_mb,auto: MusicBrainz strong match,,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,Ace of Base,playlist_import,,SEVJH0803401,true,,,1992,,,,,,,,,,,,,,,
Set Fire to the Rain,Adele,,,,,2011,2011,21,album,2011-01-24,242973,Adele,5,1,2011,mb_ok,isrc,1.00,,,skipped_off,,,,,2011,auto_accepted_mb,auto: MusicBrainz strong match,,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,Adele,playlist_import,,GBBKS1000348,true,,,2011,,,,,,,,,,,,,,,
Lonely,Akon,,,,,2005,2005,Trouble Deluxe Edition,album,2005-01-01,235800,Akon,8,1,2003,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,2003,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+remaster_or_deluxe_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4v7DCN09hgXkKazefkznDQ,Lonely,Akon,playlist_import,,USUR10400235,true,,,2003,,,,,,,,,,,,,,,
Forever Young,Alphaville,,,,,1984,1984,Forever Young,album,1984,226706,Alphaville,6,1,1984,mb_ok,isrc,1.00,,,skipped_off,,,,,1984,auto_accepted_mb,auto: MusicBrainz strong match,,4S1VYqwfkLit9mKVY3MXoo,Forever Young,Alphaville,playlist_import,,DEA629260150,true,,,1984,,,,,,,,,,,,,,,
La Cintura,Alvaro Soler,,,,,2019,2019,Mar de Colores (Versión Extendida),album,2019-05-10,204660,Alvaro Soler,3,1,2018,mb_ok,isrc,1.00,,,skipped_off,,,,,2018,auto_accepted_mb,auto: MusicBrainz strong match,,6jS8cXW9QsiQKiQ3LFiM4n,La Cintura,Alvaro Soler,playlist_import,,DEUM71800524,true,,,2018,,,,,,,,,,,,,,,
Sick and Tired,Anastacia,,,,,2004,2004,Anastacia,album,2004,210133,Anastacia,4,1,2004,mb_ok,isrc,1.00,,,skipped_off,,,,,2004,auto_accepted_mb,auto: MusicBrainz strong match,,6WMQVizkSPAufOGOk2x4dL,Sick and Tired,Anastacia,playlist_import,,USSM10401046,true,,,2004,,,,,,,,,,,,,,,
Auf uns,Andreas Bourani,,,,,2014,2014,Hey,album,2014-01-01,240600,Andreas Bourani,3,1,2014,mb_ok,isrc,1.00,,,skipped_off,,,,,2014,auto_accepted_mb,auto: MusicBrainz strong match,,6dXt4t5jgySnVTeTpT4C0l,Auf uns,Andreas Bourani,playlist_import,,DEUM71400465,true,,,2014,,,,,,,,,,,,,,,
Why,Annie Lennox,,,,,1992,1992,Diva,compilation,1992-04-02,293838,Annie Lennox,1,1,1992,mb_ok,isrc,1.00,,,skipped_off,,,,,1992,auto_accepted_mb_lb_confirmed,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,2fYYmPNwDaNpw1KRSxpQ5H,Why,Annie Lennox,playlist_import,,GBARL9200025,true,,,1992,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,1992,recording_first_release_date,0,0,28734584-3a00-4072-8e09-dc5c40c0d50a,Why,96964bbe-81f0-3d3a-8ec9-9e10362e089a,Diva,musicbrainz,lb_mb_confirmed
Respect,Aretha Franklin,,,,,1967,1967,I Never Loved a Man the Way I Love You,album,1967-03-10,147600,Aretha Franklin,1,1,1967,mb_ok,isrc,1.00,,,skipped_off,,,,,1967,auto_accepted_mb,auto: MusicBrainz strong match,,7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,playlist_import,,USAT20801240,true,,,1967,,,,,,,,,,,,,,,
Whole Again,Atomic Kitten,,,,,2001,2001,Right Now,album,2001-10-23,185013,Atomic Kitten,3,1,2001,mb_ok,isrc,1.00,,,skipped_off,,,,,2001,auto_accepted_mb,auto: MusicBrainz strong match,,16MJqq0vEuW6GRX6faetTm,Whole Again,Atomic Kitten,playlist_import,,GBAAA0100364,true,,,2001,,,,,,,,,,,,,,,
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",,,,,2017,2017,AVĪCI (01),single,2017-08-10,181672,Avicii,4,1,2017,mb_ok,isrc,1.00,,,skipped_off,,,,,2017,auto_accepted_mb,auto: MusicBrainz strong match,,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",playlist_import,,SE5R71700101,true,,,2017,,,,,,,,,,,,,,,
It's In The Kiss (The Shoop Shoop Song),Betty Everett,,,,,2010,2010,No Place To Hide,album,2010-12-07,129758,Betty Everett,3,1,2010,mb_ok,text,1.00,,,skipped_off,,,,,2010,auto_accepted_mb_lb_confirmed,review_reason: mb_text_match_only; risk_flags: mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_text_match_only; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,35hfuechuOqaW31ogdauO7,It's In The Kiss (The Shoop Shoop Song),Betty Everett,playlist_import,,USA371129279,true,,,2010,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,2010,recording_first_release_date,0,0,98edee6b-d7e8-4497-9aef-baa5a7a916e7,It's In The Kiss (The Shoop Shoop Song),31cc1e20-cca7-4890-80c2-b4667ded6708,No Place To Hide,musicbrainz,lb_mb_confirmed
Crazy In Love (feat. JAY-Z),"Beyoncé, JAŸ-Z",,,,,2003,2003,Dangerously In Love,album,2003-06-24,236133,Beyoncé,1,1,2003,mb_ok,isrc,1.00,,,skipped_off,,,,,2003,auto_accepted_mb,auto: MusicBrainz strong match,,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. JAY-Z),"Beyoncé, JAŸ-Z",playlist_import,,USSM10305425,true,,,2003,,,,,,,,,,,,,,,
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,,,,,1955,1955,Rock Around The Clock,album,1955-12-19,129893,Bill Haley & His Comets,1,1,1955,mb_ok,isrc,0.96,,,skipped_off,,,,,1955,auto_accepted_mb,auto: MusicBrainz strong match,,1uRKT2LRANv4baowBWHfDS,(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,playlist_import,,USMC15486163,true,,,1955,,,,,,,,,,,,,,,
"See You Later, Alligator",Bill Haley & His Comets,,,,,1991,1991,Bill Haley's Greatest Hits,compilation,1991-01-01,165360,Bill Haley & His Comets,3,1,1985,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1985,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,1s4hyUFWmLWiAamsclb4xA,"See You Later, Alligator",Bill Haley & His Comets,playlist_import,,USMC15588995,true,,,1985,,,,,,,,,,,,,,,
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",,,,,2004,2004,Platinum & Gold Collection,compilation,2004-07-13,289066,Jennifer Warnes,12,1,1987,mb_ok,isrc,0.92,,,skipped_off,,,,no_result,1987,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4BFMQ15vXr626UOoZL8bUI,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",playlist_import,,USRC10300895,true,,,1987,,,,,,,,,,,,,,,
Zuckerpuppe (Aus der Bauchtanz-Truppe),Bill Ramsey,,,,,2014,2014,"Pigalle, Pigalle",album,2014-12-23,163320,Bill Ramsey,4,1,1961,mb_ok,text,1.00,,,skipped_off,,,,,1961,auto_accepted_mb_lb_confirmed,review_reason: mb_text_match_only; risk_flags: mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_text_match_only; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,6LS2Di4Qf8hBUPxk5HZFgo,Zuckerpuppe (Aus der Bauchtanz-Truppe),Bill Ramsey,playlist_import,,DER751508004,true,,,1961,ok,confirms_current_mb,,,likely_accept_existing_mb,1961,recording_first_release_date,0,-53,81669066-c680-4574-88bc-466764ebca61,Zuckerpuppe (aus der Bauchtanz-Truppe),fd373391-121d-4158-853e-a661567f92e7,"Party, Bill, Party",musicbrainz,lb_mb_confirmed
bad guy,Billie Eilish,,,,,2019,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,2019-03-29,194087,Billie Eilish,2,1,2019,mb_ok,isrc,0.80,,,skipped_off,,,,,2019,auto_accepted_mb,auto: MusicBrainz strong match,,2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,playlist_import,,USUM71900764,true,,,2019,,,,,,,,,,,,,,,
Piano Man,Billy Joel,,,,,1973,1973,Piano Man,album,1973-11-09,339290,Billy Joel,2,1,1973,mb_ok,isrc,1.00,,,skipped_off,,,,,1973,auto_accepted_mb,auto: MusicBrainz strong match,,78WVLOP9pN0G3gRLFy1rAa,Piano Man,Billy Joel,playlist_import,,USSM17300504,true,,,1973,,,,,,,,,,,,,,,
I Can Help,Billy Swan,,,,,1998,1998,The Best Of Billy Swan,compilation,1998-01-18,238333,Billy Swan,1,1,1974,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1974,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4oW1lGOw5Q5OLvoJv92qoE,I Can Help,Billy Swan,playlist_import,,USSM17400216,true,,,1974,,,,,,,,,,,,,,,
Where Is The Love?,Black Eyed Peas,,,,,2003,2003,Elephunk,album,2003-06-24,272533,Black Eyed Peas,13,1,2003,mb_ok,isrc,0.76,,,skipped_off,,,,,2003,auto_accepted_mb,auto: MusicBrainz strong match,,0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,Black Eyed Peas,playlist_import,,USIR10311862,true,,,2003,,,,,,,,,,,,,,,
Herz an Herz,Blümchen,,,,,1996,1996,Herzfrequenz,album,1996,227040,Blümchen,2,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,1X7654uBsdVKnZAqyIJT7y,Herz an Herz,Blümchen,playlist_import,,DEBL60605312,true,,,1995,,,,,,,,,,,,,,,
No Woman No Cry,Bob Marley & The Wailers,,,,,1974,1974,Natty Dread,compilation,1974,226240,Bob Marley & The Wailers,2,1,1974,mb_ok,isrc,1.00,,,skipped_off,,,,,1974,auto_accepted_mb_lb_confirmed,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,3PQLYVskjUeRmRIfECsL0X,No Woman No Cry,Bob Marley & The Wailers,playlist_import,,GBAAN7490002,true,,,1974,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,1974,recording_first_release_date,0,0,25b56e50-9952-4623-971b-27a754aac86e,"No Woman, No Cry",bff0467a-94d8-4c2a-b145-f6b446946449,Natty Dread,musicbrainz,lb_mb_confirmed
World Hold on (Children of the Sky) [Radio Edit],"Bob Sinclar, Steve Edwards",,,,,2006,2006,World Hold on (Children of the Sky) [Radio Edit],single,2006-06-06,204230,Bob Sinclar,1,1,2006,mb_ok,isrc,0.96,,,skipped_off,,,,,2006,auto_accepted_mb,auto: MusicBrainz strong match,,1c0zagykmGPDYuxJeDqZhJ,World Hold on (Children of the Sky) [Radio Edit],"Bob Sinclar, Steve Edwards",playlist_import,,FR4E41811690,true,,,2006,,,,,,,,,,,,,,,
It's My Life,Bon Jovi,,,,,2010,2010,Bon Jovi Greatest Hits - The Ultimate Collection (Deluxe),compilation,2010-11-09,224600,Bon Jovi,3,1,2000,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,2000,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+remaster_or_deluxe_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,6iNBM60VQtPUUhkKfwa5KV,It's My Life,Bon Jovi,playlist_import,,USIR20000145,true,,,2000,,,,,,,,,,,,,,,
It's a Heartache,Bonnie Tyler,,,,,2006,2006,It's a Heartache,compilation,2006-07-07,209760,Bonnie Tyler,1,2,1977,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1977,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,2pag2vElkdroT8hIO4Gozi,It's a Heartache,Bonnie Tyler,playlist_import,,GBAJE7700003,true,,,1977,,,,,,,,,,,,,,,
More Than a Feeling,Boston,,,,,1976,1976,Boston,album,1976,285133,Boston,1,1,1976,mb_ok,isrc,1.00,,,skipped_off,,,,,1976,auto_accepted_mb,auto: MusicBrainz strong match,,1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,playlist_import,,USSM17600941,true,,,1976,,,,,,,,,,,,,,,
The Boy Is Mine,"Brandy, Monica",,,,,1998,1998,Never Say Never,album,1998-06-09,294786,Brandy,3,1,1998,mb_ok,isrc,1.00,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,"Brandy, Monica",playlist_import,,USAT29800316,true,,,1998,,,,,,,,,,,,,,,
Oops!...I Did It Again,Britney Spears,,,,,2000,2000,Oops!... I Did It Again,album,2000-05-16,211160,Britney Spears,1,1,2000,mb_ok,isrc,1.00,,,skipped_off,,,,,2000,auto_accepted_mb,auto: MusicBrainz strong match,,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,playlist_import,,USJI10000100,true,,,2000,,,,,,,,,,,,,,,
Smalltown Boy,Bronski Beat,,,,,1984,1984,The Age of Consent,album,1984-10-15,302413,Bronski Beat,6,1,1984,mb_ok,isrc,1.00,,,skipped_off,,,,,1984,auto_accepted_mb,auto: MusicBrainz strong match,,5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,playlist_import,,GBAAP0200005,true,,,1984,,,,,,,,,,,,,,,
Dancing In the Dark,Bruce Springsteen,,,,,1984,1984,Born In The U.S.A.,album,1984-06-04,245296,Bruce Springsteen,11,1,1984,mb_ok,isrc,0.96,,,skipped_off,,,,,1984,auto_accepted_mb,auto: MusicBrainz strong match,,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Bruce Springsteen,playlist_import,,USSM18400416,true,,,1984,,,,,,,,,,,,,,,
Let's Stick Together,Bryan Ferry,,,,,1976,1976,Let's Stick Together,album,1976,179160,Bryan Ferry,1,1,1976,mb_ok,isrc,1.00,,,skipped_off,,,,,1976,auto_accepted_mb,auto: MusicBrainz strong match,,6y4FVJwf09ssxuRnlEgXkp,Let's Stick Together,Bryan Ferry,playlist_import,,GBAAA9900254,true,,,1976,,,,,,,,,,,,,,,
Captain Jack - Short Mix,Captain Jack,,,,,1996,1996,The Mission,album,1996-04-24,248533,Captain Jack,3,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,2L5FEDC0MU2a6OEkLjByEd,Captain Jack - Short Mix,Captain Jack,playlist_import,,DED710506011,true,,,1995,,,,,,,,,,,,,,,
You're So Vain,Carly Simon,,,,,1972,1972,No Secrets,album,1972,258411,Carly Simon,3,1,1972,mb_ok,isrc,1.00,,,skipped_off,,,,,1972,auto_accepted_mb,auto: MusicBrainz strong match,,2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,playlist_import,,USEE19900883,true,,,1972,,,,,,,,,,,,,,,
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,,,,,1997,1997,Let's Talk About Love,album,1997-11-14,280000,Céline Dion,12,1,1996,mb_ok,isrc,0.96,,,skipped_off,,,,,1996,auto_accepted_mb,auto: MusicBrainz strong match,,33LC84JgLvK2KuW43MfaNq,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,playlist_import,,CAC229700120,true,,,1996,,,,,,,,,,,,,,,
Believe,Cher,,,,,1998,1998,Believe,album,1998,239026,Cher,1,1,1998,mb_ok,isrc,1.00,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,2goLsvvODILDzeeiT4dAoR,Believe,Cher,playlist_import,,GBAHT9803002,true,,,1998,,,,,,,,,,,,,,,
If You Leave Me Now,Chicago,,,,,1976,1976,Chicago X,album,1976-06-14,235373,Chicago,4,1,1976,mb_ok,isrc,1.00,,,skipped_off,,,,,1976,auto_accepted_mb,auto: MusicBrainz strong match,,0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,playlist_import,,USRH10285535,true,,,1976,,,,,,,,,,,,,,,
Johnny B. Goode,Chuck Berry,,,,,1959,1959,Berry Is On Top,album,1959-07-01,161560,Chuck Berry,6,1,1958,mb_ok,isrc,1.00,,,skipped_off,,,,,1958,auto_accepted_mb,auto: MusicBrainz strong match,,2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry,playlist_import,,USMC15719963,true,,,1958,,,,,,,,,,,,,,,
Talk,Coldplay,,,,,2005,2005,X&Y,album,2005-06-07,311291,Coldplay,5,1,2005,mb_ok,isrc,1.00,,,skipped_off,,,,,2005,auto_accepted_mb,auto: MusicBrainz strong match,,4wzt5Rrk3W98pHXAqutuJw,Talk,Coldplay,playlist_import,,GBAYE0500614,true,,,2005,,,,,,,,,,,,,,,
Easy,Commodores,,,,,1977,1977,Commodores,album,1977-01-01,256426,Commodores,9,1,1977,mb_ok,isrc,1.00,,,skipped_off,,,,,1977,auto_accepted_mb,auto: MusicBrainz strong match,,1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,playlist_import,,USMO17700543,true,,,1977,,,,,,,,,,,,,,,
Schöner fremder Mann,Connie Francis,,,,,1992,1992,Connie Francis Party Power,compilation,1992-01-01,161533,Connie Francis,1,1,1961,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1961,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,0DqLgsVlNp2ZcQro78FZfz,Schöner fremder Mann,Connie Francis,playlist_import,,USF096125110,true,,,1961,,,,,,,,,,,,,,,
Gangsta's Paradise,"Coolio, L.V.",,,,,1995,1995,Gangsta's Paradise,album,1995-11-07,240693,Coolio,2,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,"Coolio, L.V.",playlist_import,,USTB10400128,true,,,1995,,,,,,,,,,,,,,,
Put Your Records On,Corinne Bailey Rae,,,,,2006,2006,Corinne Bailey Rae,album,2006-01-01,215360,Corinne Bailey Rae,3,1,2006,mb_ok,isrc,1.00,,,skipped_off,,,,,2006,auto_accepted_mb,auto: MusicBrainz strong match,,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,playlist_import,,GBAYE0501671,true,,,2006,,,,,,,,,,,,,,,
Einmal um die Welt,CRO,,,,,2012,2012,Raop,album,2012-07-06,142462,CRO,11,1,2012,mb_ok,isrc,1.00,,,skipped_off,,,,,2012,auto_accepted_mb,auto: MusicBrainz strong match,,2L6hCTpUlR2p7Su3hiSB0s,Einmal um die Welt,CRO,playlist_import,,DEW921100151,true,,,2012,,,,,,,,,,,,,,,
Mr. Vain,Culture Beat,,,,,1993,1993,Serenity,album,1993-01-01,336840,Culture Beat,2,1,1993,mb_ok,isrc,1.00,,,skipped_off,,,,,1993,auto_accepted_mb,auto: MusicBrainz strong match,,2rTYgHxgcndkUrRoU7x0Sv,Mr. Vain,Culture Beat,playlist_import,,DEPT99300133,true,,,1993,,,,,,,,,,,,,,,
Karma Chameleon,Culture Club,,,,,1983,1983,Colour By Numbers,album,1983-10-01,252760,Culture Club,1,1,1983,mb_ok,isrc,1.00,,,skipped_off,,,,,1983,auto_accepted_mb,auto: MusicBrainz strong match,,3XDeeP9wBZzGhIPZmLfEEx,Karma Chameleon,Culture Club,playlist_import,,GBAAA8300010,true,,,1983,,,,,,,,,,,,,,,
True Colors,Cyndi Lauper,,,,,1986,1986,True Colors,album,1986-10-14,227590,Cyndi Lauper,4,1,1986,mb_ok,isrc,1.00,,,skipped_off,,,,,1986,auto_accepted_mb,auto: MusicBrainz strong match,,2A6yzRGMgSQCUapR2ptm6A,True Colors,Cyndi Lauper,playlist_import,,USSM18600632,true,,,1986,,,,,,,,,,,,,,,
One More Time - Radio Edit,Daft Punk,,,,,2000,2000,One More Time,single,2000-11-13,235466,Daft Punk,1,1,2000,mb_ok,isrc,1.00,,,skipped_off,,,,,2000,auto_accepted_mb,auto: MusicBrainz strong match,,2Uy6EhQXAYkXA6MohPgjpV,One More Time - Radio Edit,Daft Punk,playlist_import,,GBDUW0000054,true,,,2000,,,,,,,,,,,,,,,
At The Hop,Danny & The Juniors,,,,,1983,1983,Rockin' With Danny And The Juniors (Expanded Edition),compilation,1983-01-01,150866,Danny & The Juniors,6,1,1957,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1957,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+remaster_or_deluxe_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4LcrHUkRmXG3c0YD5VYutn,At The Hop,Danny & The Juniors,playlist_import,,USMC15919927,true,,,1957,,,,,,,,,,,,,,,
Maneater,Daryl Hall & John Oates,,,,,1982,1982,H2O,album,1982-10-04,273173,Daryl Hall & John Oates,1,1,1982,mb_ok,isrc,1.00,,,skipped_off,,,,,1982,auto_accepted_mb,auto: MusicBrainz strong match,,7j74lucZ59vqN67Ipe2ZcY,Maneater,Daryl Hall & John Oates,playlist_import,,USRC10301821,true,,,1982,,,,,,,,,,,,,,,
Space Oddity - 1999 Remaster,David Bowie,,,,,2002,2002,Best of Bowie,compilation,2002-10-21,316333,David Bowie,1,1,1969,mb_ok,isrc,0.96,,,skipped_off,,,,no_result,1969,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,74mVYAylZcHEY4WVFoFplV,Space Oddity - 1999 Remaster,David Bowie,playlist_import,,USJT19900001,true,,,1969,,,,,,,,,,,,,,,
That's Amore,Dean Martin,,,,,2009,2009,That's Amore,single,2009-01-01,185466,Dean Martin,1,1,2010,mb_ok,isrc,0.96,,,skipped_off,,,,,2010,auto_accepted_mb,auto: MusicBrainz strong match,,6GYqOflskcZxPj8rkTZkOy,That's Amore,Dean Martin,playlist_import,,USCA20100849,true,,,2010,,,,,,,,,,,,,,,
Upside Down - Single Version,Diana Ross,,,,,2017,2017,Diamond Diana: The Legacy Collection,compilation,2017-11-17,217426,Diana Ross,6,1,1980,mb_ok,isrc,1.00,,,skipped_off,,1993,,,1980,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,6NJNZEjyCD2YWFPsBzIHnM,Upside Down - Single Version,Diana Ross,playlist_import,,USMO19290042,true,,,1980,,,,,,,,,,,,,,,
Junge,Die Ärzte,,,,,2007,2007,Jazz ist anders,album,2007-11-02,187533,Die Ärzte,6,1,2007,mb_ok,isrc,1.00,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,10waMsh44ojvTwXAIy213n,Junge,Die Ärzte,playlist_import,,DEUM70708300,true,,,2007,,,,,,,,,,,,,,,
